Best Full Bound,Test Error,Train Error,Norm Squared U,Norm Squared V,Number Parameters,Best Prior Bound,Best Prior Sigma U,Best Prior Sigma V,Stochastic Bnd Loss,Stochastic Test Loss,Beta,Step Size,Layer Width,Batch Size,Momentum,CE Stopping Value,Prior Examples,Dataset,Model Type,Sigma 2 Grid,Sigma 1 Grid,Init Key,KL Extra
0.98643476,0.14710003,0.13045001,161.66347,77.065506,39700,0.6793688,0.11,0.1,0.20504166,0.21689999,5.0,0.1,50,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.0676826,0.1412,0.12379998,206.96936,94.92989,79400,0.7644442,0.11,0.08,0.19929166,0.21239999,5.0,0.1,100,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.0310711,0.14630002,0.12906665,155.68294,79.23427,158800,0.70935273,0.1,0.09,0.20195833,0.2216,5.0,0.1,200,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.1217343,0.1412,0.12066668,185.79512,94.975044,317600,0.81467026,0.1,0.09,0.20783333,0.22489999,5.0,0.1,400,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.1075803,0.1426,0.12419999,137.89812,76.77656,635200,0.793438,0.08,0.07,0.19566667,0.21499999,5.0,0.1,800,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.1719522,0.1412,0.12229997,132.57979,73.59406,1270400,0.85493785,0.08,0.08,0.22454166,0.24409999,5.0,0.1,1600,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9706511,0.14750004,0.1275,113.4269,70.30099,39700,0.61641425,0.09,0.07,0.20133333,0.21509999,5.0,0.03,50,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9658833,0.14850003,0.12954998,101.5687,62.7947,79400,0.6007834,0.08,0.07,0.19395833,0.21239999,5.0,0.03,100,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9547018,0.14780003,0.13284999,84.110535,53.38752,158800,0.6081469,0.08,0.07,0.20199999,0.21069999,5.0,0.03,200,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9679386,0.1487,0.13171667,76.50782,51.502808,317600,0.6280036,0.07,0.06,0.19254166,0.2033,5.0,0.03,400,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9653253,0.15070003,0.13348335,61.88733,41.52371,635200,0.6309306,0.06,0.06,0.19095834,0.21139999,5.0,0.03,800,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.0036426,0.14920002,0.12984997,57.370647,37.646187,1270400,0.68379647,0.06,0.06,0.20104167,0.2174,5.0,0.03,1600,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9869345,0.15070003,0.13099998,93.740555,65.69844,39700,0.59717727,0.08,0.05,0.201,0.21849999,5.0,0.01,50,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9846741,0.15170002,0.13265002,80.33179,54.42532,79400,0.5996253,0.08,0.05,0.20633332,0.2188,5.0,0.01,100,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9829305,0.14880002,0.1318,70.95683,47.98972,158800,0.60365814,0.07,0.05,0.19958334,0.21519999,5.0,0.01,200,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9884233,0.14710003,0.12973332,61.069225,43.614964,317600,0.61552584,0.07,0.06,0.21229166,0.2263,5.0,0.01,400,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9771066,0.14770001,0.12821668,48.283623,33.751022,635200,0.619748,0.06,0.05,0.20470834,0.2147,5.0,0.01,800,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.97292644,0.1469,0.12804997,34.047604,24.342346,1270400,0.6388323,0.06,0.05,0.22404167,0.22929999,5.0,0.01,1600,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9979528,0.14970005,0.12966669,90.598274,65.729225,39700,0.59679717,0.08,0.05,0.19904166,0.22379999,5.0,0.003,50,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.002932,0.15070003,0.13211668,78.34555,54.061695,79400,0.60220987,0.08,0.05,0.21008334,0.2245,5.0,0.003,100,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9929802,0.15060002,0.13268334,66.76089,45.846867,158800,0.60319424,0.07,0.05,0.208875,0.21779999,5.0,0.003,200,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.003676,0.14930004,0.1295833,58.549103,42.030083,317600,0.61704904,0.06,0.05,0.20266667,0.22379999,5.0,0.003,400,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9827407,0.1476,0.12921667,45.20461,31.611427,635200,0.61364394,0.06,0.05,0.21304166,0.2258,5.0,0.003,800,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9737134,0.1462,0.12905002,30.973663,22.178005,1270400,0.63736707,0.06,0.05,0.23095833,0.2453,5.0,0.003,1600,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9994923,0.14930004,0.13008332,86.08594,63.424835,39700,0.58969134,0.07,0.05,0.195,0.21059999,5.0,0.001,50,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.0026554,0.15000004,0.13293332,73.8782,51.462612,79400,0.5913873,0.07,0.05,0.20475,0.2215,5.0,0.001,100,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.98715997,0.15080005,0.13418335,62.08694,43.024628,158800,0.5927652,0.07,0.05,0.20654166,0.2242,5.0,0.001,200,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.000948,0.14850003,0.13011664,55.432316,39.934868,317600,0.6115345,0.06,0.05,0.20845833,0.2245,5.0,0.001,400,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.9738388,0.14710003,0.13001668,41.95009,29.383291,635200,0.6025513,0.06,0.05,0.2185,0.22659999,5.0,0.001,800,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.96489096,0.14600003,0.12941664,28.893587,20.738356,1270400,0.6308613,0.06,0.05,0.23670833,0.2513,5.0,0.001,1600,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.0395896,0.14660001,0.12975001,202.13332,94.11718,39700,0.7625249,0.1,0.07,0.19033334,0.2033,5.0,0.1,50,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.0086302,0.14660001,0.12801665,164.54274,78.16909,79400,0.7013026,0.09,0.1,0.18870834,0.2051,5.0,0.1,100,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.0279789,0.14530003,0.12926668,153.86456,80.07821,158800,0.7163924,0.09,0.07,0.18816666,0.2015,5.0,0.1,200,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.063429,0.14460003,0.12779999,147.46375,77.67667,317600,0.7355133,0.09,0.08,0.19575,0.21609999,5.0,0.1,400,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.1004378,0.14490002,0.12516665,135.5674,75.255295,635200,0.7826331,0.09,0.07,0.21116666,0.2193,5.0,0.1,800,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.167385,0.14030004,0.12138331,131.84615,73.584,1270400,0.85825956,0.08,0.08,0.22241667,0.2391,5.0,0.1,1600,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.95644456,0.15320003,0.13631666,102.28079,66.16244,39700,0.61841476,0.08,0.06,0.190875,0.20449999,5.0,0.03,50,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9415578,0.15000004,0.13326663,92.38043,55.99645,79400,0.599535,0.07,0.07,0.18470833,0.20619999,5.0,0.03,100,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9515132,0.1498,0.13346666,82.546844,54.37656,158800,0.6074229,0.09,0.07,0.21033333,0.2164,5.0,0.03,200,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9676171,0.14720005,0.13120002,78.972466,50.203598,317600,0.6239674,0.08,0.06,0.19795834,0.21609999,5.0,0.03,400,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9615566,0.1491,0.13223332,60.538048,40.877388,635200,0.62971,0.06,0.07,0.194125,0.2121,5.0,0.03,800,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.0052894,0.14829999,0.13016665,57.505646,37.418648,1270400,0.68721634,0.06,0.07,0.2115,0.225,5.0,0.03,1600,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9973694,0.1501,0.13333333,92.51816,64.53004,39700,0.60438526,0.08,0.05,0.19791667,0.2162,5.0,0.01,50,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.96625733,0.15260005,0.13541669,75.93552,49.87727,79400,0.57782066,0.07,0.05,0.19783333,0.21,5.0,0.01,100,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.97948635,0.14790004,0.13166666,70.01468,49.202477,158800,0.59919,0.07,0.06,0.20395833,0.21679999,5.0,0.01,200,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9820169,0.15020001,0.13026667,60.554844,40.741795,317600,0.6093573,0.07,0.05,0.20549999,0.2171,5.0,0.01,400,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9689997,0.14710003,0.12951666,47.086586,33.0621,635200,0.61588204,0.06,0.05,0.20729166,0.2235,5.0,0.01,800,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9774381,0.143,0.12581664,37.358875,26.217426,1270400,0.6536908,0.05,0.06,0.21879166,0.2342,5.0,0.01,1600,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.0089228,0.14810002,0.13124996,90.427734,64.6083,39700,0.6130488,0.08,0.05,0.20341666,0.22049999,5.0,0.003,50,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.97755617,0.15280002,0.13410002,72.71224,48.75809,79400,0.5767018,0.07,0.05,0.19779167,0.2157,5.0,0.003,100,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9895677,0.1494,0.13151664,65.84592,46.97575,158800,0.60133576,0.07,0.05,0.207375,0.2234,5.0,0.003,200,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9955477,0.15040004,0.1303333,58.4815,39.479534,317600,0.60841197,0.06,0.05,0.20258333,0.21869999,5.0,0.003,400,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
0.9784422,0.14750004,0.12948334,44.87478,31.434866,635200,0.6148229,0.06,0.05,0.212375,0.2251,5.0,0.003,800,200,0.9,0.3,36000,fashion,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
