Best Full Bound,Test Error,Train Error,Norm Squared U,Norm Squared V,Number Parameters,Best Prior Bound,Best Prior Sigma U,Best Prior Sigma V,Stochastic Bnd Loss,Stochastic Test Loss,Beta,Step Size,Layer Width,Batch Size,Momentum,CE Stopping Value,Prior Examples,Dataset,Train Size,Model Type,Sigma 2 Grid,Sigma 1 Grid,Init Key,KL Extra
1.4926652,0.17070001,0.12760001,47.107635,32.62935,158800,1.064953,0.12,0.09,0.27633333,0.30609998,5.0,0.01,200,200,0.9,0.3,4500,fashion,7500,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",3,1024000
0.98153484,0.14680004,0.13058335,72.775215,51.254086,158800,0.60684705,0.08,0.05,0.203375,0.2219,5.0,0.01,200,200,0.9,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.2428833,0.14270002,0.11720002,100.39465,68.64865,158800,0.8560284,0.11,0.08,0.24508333,0.2586,5.0,0.01,200,200,0.9,0.3,18000,fashion,30000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.6257218,0.1469,0.08426666,165.58893,112.33385,158800,1.3644687,0.14,0.14,0.31683332,0.3367,5.0,0.01,200,200,0.9,0.3,9000,fashion,15000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
1.4784056,0.16780001,0.1304,42.574394,32.637245,158800,1.0384814,0.12,0.08,0.25633332,0.2926,5.0,0.01,200,200,0.9,0.3,4500,fashion,7500,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",4,1024000
0.97690326,0.14710003,0.13221663,69.08824,48.722218,158800,0.59727824,0.07,0.05,0.19704166,0.2135,5.0,0.01,200,200,0.9,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.2311119,0.1408,0.11839998,94.434395,65.06113,158800,0.84554946,0.09,0.09,0.23175,0.24229999,5.0,0.01,200,200,0.9,0.3,18000,fashion,30000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.6250609,0.14560002,0.085066676,161.5778,109.11499,158800,1.3485111,0.15,0.13,0.315,0.3435,5.0,0.01,200,200,0.9,0.3,9000,fashion,15000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.4724182,0.16660005,0.1317333,42.836235,32.409348,158800,1.0413834,0.11,0.08,0.26166666,0.2864,5.0,0.01,200,200,0.9,0.3,4500,fashion,7500,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",5,1024000
1.0010744,0.14820004,0.12908334,77.56636,53.01086,158800,0.62178266,0.07,0.05,0.194125,0.21169999,5.0,0.01,200,200,0.9,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",6,1024000
1.2392143,0.1448,0.11793333,96.080215,65.144356,158800,0.84812474,0.11,0.08,0.24408333,0.26049998,5.0,0.01,200,200,0.9,0.3,18000,fashion,30000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",6,1024000
1.5913408,0.14660001,0.08939999,146.10504,98.67138,158800,1.3125615,0.12,0.11,0.271,0.2932,5.0,0.01,200,200,0.9,0.3,9000,fashion,15000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",6,1024000
